domain,post_id,text
poterjashkansk,2094488,"🎁 Дарим 500₽ на груминг вашего любимого питомца в Doggo!

Просто назовите промо-код «Любимка» администратору или укажите в комментариях при онлайн-записи.
Скидка действует на любые комплексные услуги до 31.12.2025.

Doggo — место, где заботятся о питомцах так же, как дома 💙

📲 Онлайн-запись, цены: https://n1314093.yclients.com
📍 Адрес: ул. Ватутина, 28
📞 Для связи: +7 (905) 934 97-83

Подробнее о нас 👉  www.nsk.doggo.ru
💬Автор: https://vk.com/zaharenkoas"
poterjashkansk,2094474,"📍Новосибирск
Возможно этого малыша кто-то ищет. Он в отлове.
Выпуск через 2 дня! 
Ищем старых или новых хозяев
☎ +7 999 451-81-57
💬Автор: [id236169152|Юлия-Алексеевна Пономарёва] 

#найденасобака2025@poterjashkansk

#НСО@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094473,"📍ул. Новосёлов, Первомайский район
Найден Джек Рассел терьер, мальчик, на вид года три
Сидел у ОЗОНА, забрала домой.
Мой телефон +79137592822
💬Автор: [id443554377|Лидочка Зайчик] 

#найденасобака2025@poterjashkansk
#Первомайский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094472,"📍с. Толмачево
Пропала кошка. Примерно 6.12 как раз перед сильными морозами. Обычно выходила гулять сама, поэтому сначала не заподозрили пропажи.
Возможное местоположение: село Толмачëво (остановки, примерно, ""Светофор"", ""Посëлок"", "" Универмаг"", возможно ещё ""Чайная"").
Зовут Тима (Тимочка, Тимка). Отличительными чертами является шрам на нижней губе справа, светлый (или рыжеватый) кончик хвоста. Ещё она не мяукает, а ""крякает"", если взять её на руки (иными словами звук описать не могу). 
Убедительная просьба, если Вы видели хотя бы похожую кошку, написать или позвонить по номеру +79930257197
💬Автор: [id492056554|Евгения Трошина] 

#пропалакошка2025@poterjashkansk
#Обь@poterjashkansk 
#Толмачево@poterjashkansk 
#Красноглинное@poterjashkansk 
#НСО@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094471,"📍ул. Бетонная, Кировский район
Помогаю информационно!
Бегает такое чудо. Очень просится на ручки. 
Может кто потерял? 
💬Автор: [id7285668|Клава Добрыйвечер]"
poterjashkansk,2094470,"📍ост. Дом одежды, Дзержинский район
Второй день бегает шоколадный доберман в бирюзовом ошейнике.
Хозяева, вы где???
💬Автор: [id21014957|Анастасия Суханова] 

#найденасобак#Дзержинский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск 
а2025@poterjashkansk"
poterjashkansk,2094469,"📍Северо-Чемской жм, Кировский район
Недавно бегали два кобеля, оба в ошейниках. Один овчарка или фенотип, второй очень высокий пес. 
Может кто потерял? Надеюсь не самовыгул. 
💬Автор: [id798919952|Евгения Е] 

#найденасобака2025@poterjashkansk
#Кировский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094468,"📍ул. Дуси Ковальчук, Заельцовский район
Кот по-прежнему в подъезде , кто потерял?!?
Развесили объявление на близлежащих домах, но пока результата нет. 
У меня нет денег на кастрацию и забрать себе не могу, у меня кот и собака уже есть.
💬Автор: [id24489621|Наталья Косма] 

#Заельцовский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094466,"📍ул. Кропоткина 267, Заельцовский район
Возле дома найден кастрированный кот. Хвостик короткий, сам небольшой. Забрала на передержку, ищу срочно старых или новых хозяев, у самой уже две кошки
💬Автор: [id254217076|Мария Барса] 

#найденакошка2025@poterjashkansk
#Заельцовский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094465,"📍ул. 2-я Портовая, мкрн Затон, Ленинский район
Найден кот. Очень ласковый, воспитанный.
Может кто-то ищет его?
Связь тут или по телефону 89830517762
💬Автор: [id278858217|Аня Крылова] 

#найденакошка2025@poterjashkansk
#Ленинский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094464,"📍с. Барышево
Потерялись 2 собаки из частного сектора. Домашние. Позже черного видели одного в Кольцово. Информация не подтверждена. Рыжий молодой. Могут бежать по отдельности. В любом районе города.
Кто увидит, пожалуйста, позвоните в любое время 89139196901
💬Автор: [id561726475|Анна Серко] 

#Барышево@poterjashkansk 
#НСО@poterjashkansk 
#Первомайский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094463,"📍ост. Университет экономики, ул. Фрунзе, Центральный район
Найден мальчик, упитанный, на груди белое пятно.
Чей?
💬Автор: [id35344813|Татьяна Хлебникова]"
poterjashkansk,2094360,"📍ул. Красный проспект, Центральный район 
Срочно!
Потерялся чей-то пуделёк серенький маленький бегает по красному проспекту между машинами по дороге в руки не дался кусается чей ребёнок сейчас его просто размажет по асфальту
(Фото из поста о потере)
💬 Автор: [id4009302|Александра Мур] 

#найденасобака2025@poterjashkansk
#Центральный@poterjashkansk
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094358,"📍ул. Советская, Центральный район 
Пропала собака! 
Сегодня 13.12 около 12 часов сбежала собака (вырвалась из ошейника), карликовый пудель, серого окраса, кличка - Марсель (6,5 лет) на улице Советская. Прохожие говорили, что видели собаку на ул. Фрунзе.
Собака очень боится холода, пожалуйста, если видели собаку, напишите любую информацию хозяйке: Вера +7-913-774-05-03
💬 Автор: [id136663703|Владислава Масленникова] 

#пропаласобака2025@poterjashkansk
#Центральный@poterjashkansk
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094346,"📍ул. Ленина, г. Искитим
Не теряем надежды найти своего котейку. Потерялся 31.07.2025. 
Окрас серый, на ушках малозаметные кисточки, кончик хвостика надломлен, красный ошейник от блох. 
Обратите внимание на вновь появившихся питомцев у Ваших соседей, друзей, знакомых.
Вознаграждение 5000 руб. гарантирую. 
89232232036 Ирина
💬Автор: [id378610698|Ирина Кочиева] 

#Искитим@poterjashkansk 
#НСО@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094345,"📍ул. Есенина, Дзержинский район
Помогите пожалуйста найти кота!
18 ноября его кому-то отдали, человек не сознаётся кому, скорее всего его забирали где-то на Есенина.
Если у вас или у ваших знакомых вдруг 18 ноября появился рыжий котёнок 7 месяцев, кастрированный, напишите пожалуйста
Зовут Мики, очень скучаю по нему уже всё перепробовала, последняя надежда на добрых людей Новосибирска
💬Автор: [id233208055|Ирина Виноградова] 

#пропалакошка2025@poterjashkansk
#Дзержинский@poterjashkansk
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094344,"📍Калининский район
С лета гуляет кошечка, очень пугливая, в красном ошейнике. 
Может кто-то потерял?
💬Автор: [id147497708|Юлия Переберина] 

#найденакошка2025@poterjashkansk
#Калининский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094335,"📍ул. Чкалова 74, Дзержинский район
В ноябре найден кот!
НЕ кастрат, взрослый, ласковый, домашний, глаза голубые, окрас светло-серый с подпалинами.
Вероятнее всего жил в частном секторе, с хозяевами без интернета. 
Звоните, пишите в любое время!
💬 Автор: [id817567398|Inga Ka] 

#Дзержинский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094331,"📍МЖК, Октябрьский район
Недели 3 назад нашли котика на улице.
Ищем старых или новых хозяев.
Писать в ВК либо по номеру 79130170145 Наталья
💬 Автор: [id568047334|Nataliya Drozdova] 

#найденакошка2025@poterjashkansk
#Октябрьский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094328,"📍Гусинобродское шоссе, Дзержинский / Октябрьский район
Пёс, который [https://vk.com/wall-47388963_2094162|12.12. утром сидел в сугробе], найден!! Он находится там же, но его по просьбе придержали сотрудники!!
Хозяева, срочно отзовитесь!
💬 Автор: [id262082204|Александра Плотникова] 

#Дзержинский@poterjashkansk 
#Октябрьский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094326,"📍Дзержинский район
‼🔴ПРОПАЛА СОБАКА МИРА🔴
Дата пропажи: 7 ноября 2025г. г.Новосибирск .
Сейчас собака территориально может быть где угодно .
Мира — молодая собака, спасённая из заброшенного СНТ вместе со щенками.

Кличка: Мира , на имя может не откликаться.
Размер : небольшая ,ниже колена.
Окрас: белая, только ушки рыжие, мордочка в конопушках -веснушках.

Осторожная по характеру, проявляет хорошо охранные качества , со знакомыми людьми добрая и нежная .

Мира сбежала с передержки, пробила анкерный болт в заборе и убежала.

Огромная просьба, если кто увидит где она бегает сообщить в Вацап или позвонить по номеру
Ольга +7 913 767-51-38
Ольга +7 905 946-30-35
Румия +79963773472/ Telegram / WhatsApp]

Нужна также Ваша помощь в распространении Репостов !🙏🏻
🙏🏻Просим Вас помочь нам найти Миру. 
🙏🏻Пожалуйста, разместите пост в группах , в чатах....
Покажите фото объявления знакомым. Любая информация очень важна!
💰 Нашедшему хорошее вознаграждение !!!
💬Автор: [id650733158|Ольга Владимировна] 

#Дзержинский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094324,
poterjashkansk,2094314,"📍д. Орловка, с. Барышево Первомайский район 
В направление на КСМ бежал черный лабрадор, упитанный
Явно только только ушел, чистый, без ошейника 
Может кто потерял?
💬 Автор: [id190853382|@anastasia.beloglazova]

#найденасобака2025@poterjashkansk
#Барышево@poterjashkansk
#НСО@poterjashkansk
#Первомайский@poterjashkansk
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094307,"📍с. Каменка 
Бегает ухоженная красотка хаски.
Хозяева откликнитесь!
💬 Автор: [id159515045|Елена Шелест] 

#найденасобака2025@poterjashkansk
#Каменка@poterjashkansk
#НСО@poterjashkansk
#poterjashkansk #потеряшканск
#потерянныеживотныеновосибирск"
poterjashkansk,2094305,"📍 Кировский район 
Найден лабрадор, отдадим только хозяевам! С предоставлением документов!  89538749227
💬 Автор: [id452006133|Марина Грушевская] 

#найденасобака2025@poterjashkansk
#Кировский@poterjashkansk
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094300,"Лучшая социальная реклама!

⚠️ Помните: животные — это не мусор!
Пожалуйста, не выбрасывайте их!

#мотиватор@zoohelpnsk
#потеряшканск #помощьбездомнымживотным #poterjashkansk
#зоопомощь #zoohelpnsk"
poterjashkansk,2094273,"""В предновогодней суете мы не видим, как тысячи животных гибнут на морозе.. Пожалуйста, откликнетесь! Помогите спасти котиков и собачек от гибели.

Зимой в Сургуте очень холодно, морозы достигают -62 градусов. 

Тысячи бездомных животных борются за свою жизнь каждую зиму, и, к сожалению, многие не выдерживают это испытание.

От голода и холода, котики и собачки болеют, у них обмерзают лапки и хвосты. Бедные животные вынуждены каждую секунду сражаться со стихией, чтобы выжить. 

Они не могут сами просить помощи, но в их печальных глазках можно прочесть: “Помоги мне, пожалуйста, человек...”

И мы можем помочь. Региональное общественное движение помощи бездомным животным ""Дай лапу"" забирает животных с улицы, лечит и кормит. 

Сейчас проект собирает 606 021 ₽ на обычный и лечебный корм для всех своих кошечек и собачек, которые живут в приюте.

Новый Год и Рождество для многих - время чудес и добрых поступков. Давайте вместе подарим бездомным котикам и собачкам уверенность в том, что их миска не останется пустой?

Пожалуйста, помогите успеть собрать нужную сумму, чтобы никто из животных не остался голодным. Даже 100 или 200 рублей помогут спасти ещё одно животное от верной гибели.""

Спасти пушистика: https://daylapu-help.ru/hunger_cold.html?utm_source=vk&utm_medium=social&utm_campaign=hunger_cold&utm_term=hc_t1_c1"
poterjashkansk,2094204,"Пожалуйста, проявите сострадание к животным и не выпускайте их на улицу в мороз!

Если вы увидите на своём пути дрожащее от холода животное, проявите сочувствие и помогите ему! Помните, что мороз может быть опасен для живых существ.

#мотиватор@zoohelpnsk
#потеряшканск 
#помощьбездомнымживотным 
#poterjashkans
#poterjashkansk
#зоопомощь 
#zoohelpnsk
#помощьживотнымновосибирск 
#зоопомощьнск"
poterjashkansk,2094192,"📍ост. Телецентр, Ленинский / Кировский район
Найдена кошка в красном ошейнике. По виду беременная. 
У себя не можем оставить. 
Кто потерял ?
💬 Автор: [id1167013|Анна Гулевич] 

#найденакошка2025@poterjashkansk
#Ленинский@poterjashkansk 
#Кировский@poterjashkansk
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094167,"📍ул. Пушкина, г. Искитим
Помогите найти собаку! С территории теплоприбора г. Искитим пропала собака. Кличка Джесси. Брезентовый зеленый ошейник, оторван карабин. Короткий хвостик. 
Если кто то видел сообщите или придержите пожалуйста. 
Если приютили её, умоляю верните, пожалуйста 🙏
Вознаграждение 10 000 р. 
8913 761 94 95
Репост.
💬 Автор: [id450885205|Наталья Карболина] 

#Искитим@poterjashkansk 
#НСО@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094165,"📍ул. Петухова 76-80, Кировский район
Пропал котик, кличка Мурзик.
89069092525
💬 Автор: [id169883624|Серега Бурдуков] 

#Кировский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094164,
poterjashkansk,2094163,"📍ул. Урманова 9, Кировский район
Нашли кошечку, взяла на передержку.
Долго не могу держать у себя, так как есть собака.
Кошечка скучает, не ест и не пьёт - найдитесь пожалуйста хозяева! 89537711138
💬 Автор: [id139668204|Евгения Плейко] 

#найденакошка2025@poterjashkansk
#Кировский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094162,"📍Гусинобродское шоссе, Дзержинский / Октябрьский район
12.12 утром на обочине сидел пес, испуганный, замерзший, с поводком и ошейником. 
Сидит на одном месте и не уходит. Может потерялся?
Я проездом из другого города ,смогла только сделать фото.
💬 Автор: [id5322768|Julia Osokina] 

#найденасобака2025@poterjashkansk
#Дзержинский@poterjashkansk
#Октябрьский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094161,"📍ост. Гаранина, ул. Бориса Богаткова, Октябрьский район
Бегает второй день собака, чья?
💬 Автор: [id20695544|Мария Ложкина] 

#найденасобака2025@poterjashkansk
#Октябрьский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2094160,
poterjashkansk,2094152,"📍КСМ, Первомайский район 
Чей красавец бегает? С цепью. Добрый, не пугливый.
💬 Автор: [id2999656|Ольга Ширяева] 

#найденасобака2025@poterjashkansk
#Первомайский@poterjashkansk
#poterjashkansk #потеряшканск
#потерянныеживотныеновосибирск"
poterjashkansk,2094148,"📍 Станиславский жм, Ленинский район 
Найден таксёнок 12.12.2025.
Хозяева, где вы?
💬 Автор: [id212143409|Кирилл Яровиков] 

#найденасобака2025@poterjashkansk
#Ленинский@poterjashkansk
#poterjashkansk #потеряшканск
#потерянныеживотныеновосибирск"
poterjashkansk,2094046,"📍м. Золотая нива, Дзержинский район 
НАЙДЕН СТАФФ. ️
ЧЕЙ ПОТЕРЯШКА?
 
Собаку в наморднике обнаружили в ночь на Золотой Ниве. Кобель, адекватный, ухоженный, контактный, замерз сильно. С часу ночи сидит в машине с ребятами, они не знают куда его деть. 
Может кто узнает собаку, раскидайте пожалуйста по местным чатам🙏
☎️ 89628413606 Наталья
💬 Автор: [id25613400|Наталья Ким] 

#найденасобака2025@poterjashkansk
#Дзержинский@poterjashkansk
#poterjashkansk #потеряшканск
#потерянныеживотныеновосибирск"
poterjashkansk,2094045,
poterjashkansk,2094036,"📍с. Новолуговое 
Потерялась кошечка, 2 года, зовут Маруся, чипирована!!! 
Ушла 26 октября, около новой больницы (рядом с Тополиная 2) 
Если кто-то видел или забрал себе просьба сообщить (за денежное вознаграждение!!!) 🙏 Очень надеемся что найдём 
+79133754677, можно написать в вк, телеграм, смс. 
Прошу, максимальный репост, отправьте, пожалуйста, в группы Новолугового
💬Автор: [id659787939|Осинтов Осинт] 

#Новолуговое@poterjashkansk
#НСО@poterjashkansk
#Первомайский@poterjashkansk
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094004,"📍 СНТ Витязь, с. Криводановка
Помогите найти щенка, откликается на кличку Мотя.
Его очень ждут дома!
89955701322
💬 Автор: [id810736858|Ольга Николаевна]

#Криводановка@poterjashkansk
#НСО@poterjashkansk
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2094001,"📍Дзержинский район
‼🔴ПРОПАЛА СОБАКА МИРА🔴
Дата пропажи: 7 ноября 2025г. г.Новосибирск .
Сейчас собака территориально может быть где угодно .
Мира — молодая собака, спасённая из заброшенного СНТ вместе со щенками.

Кличка: Мира , на имя может не откликаться.
Размер : небольшая ,ниже колена.
Окрас: белая, только ушки рыжие, мордочка в конопушках -веснушках.

Осторожная по характеру, проявляет хорошо охранные качества , со знакомыми людьми добрая и нежная .

Мира сбежала с передержки, пробила анкерный болт в заборе и убежала.

Огромная просьба, если кто увидит где она бегает сообщить в Вацап или позвонить по номеру
Ольга +7 913 767-51-38
Ольга +7 905 946-30-35
Румия +79963773472/ Telegram / WhatsApp]

Нужна также Ваша помощь в распространении Репостов !🙏🏻
🙏🏻Просим Вас помочь нам найти Миру. 
🙏🏻Пожалуйста, разместите пост в группах , в чатах....
Покажите фото объявления знакомым. Любая информация очень важна!
💰 Нашедшему хорошее вознаграждение !!!
💬Автор: [id650733158|Ольга Владимировна] 

#Дзержинский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2093999,"📍Ленинский район
Потерялся пес !!!!!!!!!!!!!!!!!!!
Йоркширский терьер, мальчик, кличка Макс.
Он одет в комбинезон черно-темно-зеленого цвета, на спине написано Dog.
89133902331
💬 Автор: [id370277061|Александра Романовна] 

#пропаласобака2025@poterjashkansk
#Ленинский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2093996,"📍ул. Красный факел, Первомайский район
11 декабря в 20:30 в подъезде нашли бедолагу без ошейника, но в новогоднем костюме. 
Чьë чудо?) У себя нет возможности оставить.
💬 Автор: [id138269051|Александр Летов] 

#найденасобака2025@poterjashkansk
#Первомайский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2093992,"📍ост. Переходной мост, Первомайский район
Найдена хаски девочка в ошейнике. 
Взяли на передержку. Срочно ищу хозяина!
89682307770 Ирина
💬 Автор: [id320264988|Ирина Субботина] 

#Первомайский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2093964,
poterjashkansk,2093896,"В Вашем доме есть вакантное место для четвероногого друга? Вы хотите купить собаку, но еще только решаете какую собаку выбрать, где и как ее купить?

Пожалуйста, подумайте о том, что есть возможность не покупать, а взять собаку из приюта бесплатно! Кроме того, что Вы спасете собаке жизнь, обретете самого верного и доброго четвероногого друга, есть и другие причины в пользу того, чтобы не покупать собаку, а взять ее из приюта.

В самых разных приютах для бездомных животных живут тысячи несчастных собак, но это число, тем не менее, несравнимо меньше того количества собак, которых ежегодно заводят в своих квартирах и домах жители разных городов. Пожалуйста, отдайте вакансию Вашего домашнего любимца той собаке, которой это жизненно необходимо! Среди собак, находящихся в приюте много и бывших домашних, в том числе породистых собак, и собак, которые полностью социализированы и готовы жить рядом и радовать Вас.

#мотиватор@zoohelpnsk
#потеряшканск #помощьбездомнымживотным #poterjashkansk
#зоопомощь #zoohelpnsk"
poterjashkansk,2093867,"📍ул. Новоуральская, Пашино, Калининский район 
Очень дружелюбная и голодная девочка скитается третий день на Северном кладбище. 
Ищем старых хозяев. 
Номер для связи 89231048045 Мария
💬 Автор: [id8736998|Дарья Грищенко] 

#Пашино@poterjashkansk
#Калининский@poterjashkansk
#poterjashkansk #потеряшканск
#потерянныеживотныеновосибирск"
poterjashkansk,2093866,
poterjashkansk,2093841,"📍Северо-Чемской жм, Кировский район
Никто не терял песика?
Запустила в подъезд погреться 😪😪 От еды отказался
💬 Автор: [id409024877|No Name] 

#найденасобака2025@poterjashkansk
#Кировский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2093839,"📍Электричка Чулымская - Новосибирск-Главный
⚠️ ОБНОВЛЕНО:
Находится в районе ЖД-станции Жилмассив.
💬 Автор: [id156202592|Юлия Юлия] 

Найдена собака. Забрать возможности нет :( 
Может кто у знает свою собаку?
💬 Автор: [id70703468|Александра Шульженко] 

#найденасобака2025@poterjashkansk
#НСО@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2093811,"📍ул. Горького 46, с. Марусино
Лежит тело собаки на подъезде к конному клубу. Часто видели этого песика на самовыгуле. 
Может, кто-то ищет.
💬 Автор: [id52099718|Полина Корочкина] 

#найденасобака2025@poterjashkansk
#Марусино@poterjashkansk 
#НСО@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2093809,"📍КП Березки-2, с. Новолуговое
‼ПОТЕРЯЛАСЬ КОШКА‼

Откликается на кличку ШЕЙЛА. 
Помогите пожалуйста найти ЗА ВОЗНАГРАЖДЕНИЕ!! 

Потерялась кошка летом, в микрорайоне Березки-2, поселок Новолуговое 1, квартал 4-1. Но сейчас может быть где угодно!! 

Гуляла всегда рядом со своим домом, территория безопасная, соседи все друг друга знают, но в тот день внезапно и сильно прогремел салют и кошечка в панике убежала куда глаза глядят 😭. Она ещё сама по себе трусиха!

Шейла очень добрая и ласковая кошка, совсем не агрессивная, но ПУГЛИВАЯ. 

Возраст 12 лет. СЕРАЯ И ПУШИСТАЯ. 

Будем очень благодарны за любую информацию о возможном местонахождении 🙏

Контакты для связи:
8 913 379 70 64 Руслан
8 906 996 72 40 Анастасия
💬 Автор: [id583188628|Вероника Панкратова] 

#пропалакошка2025@poterjashkansk
#Новолуговое@poterjashkansk 
#НСО@poterjashkansk 
#Первомайский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2093802,"📍ул. Авиационная, г. Обь
 Второй день бегает собака у администрации. 
Чья?
💬 Автор: [id104834548|Марьяна Васильева] 

#найденасобака2025@poterjashkansk
#Обь@poterjashkansk 
#Толмачево@poterjashkansk 
#Красноглинное@poterjashkansk 
#НСО@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2093795,"📍ул. Первомайская, Первомайский район
К магазину Монетка прибилась молоденькая хаски с ошейником. Покушала творог, сосиски есть не стала. 
Может убежала из частников? Луговушка, Инская - отзовитесь! 
💬 Автор: [id25831170|Дарина Головизина] 

#найденасобака2025@poterjashkansk
#Первомайский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2093793,"📍ул. Шевченко 19/1, Октябрьский район
На парковке дома ЖК «Академия» найдена кошечка. Трехцветная. 
Возраст - 1-2 года. 
По виду домашняя потерявшаяся - контактная, ласковая, не боится людей, дома сразу пошла в лоток. На улице, когда её нашли, была в стрессе, плакала. 
В тепле отогрелась, отсыпается. Домашние звуки и обстановка ей привычны, она не прячется и не боится.
 ❗Ищем хозяев. Может быть, убежала у кого-то из соседних домов (ориентир - метро Октябрьская).
+7 (913) 061-59-01
+7 (913) 454-88-86
💬 Автор: [id6805573|Наташа Мирошниченко] 

#Октябрьский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2093791,"📍ул. Петухова, Кировский район
В районе молкомбината найдена кошка, живет на дачах, замерзает.
Мы рядом работаем и кормим, но долго ей не протянуть.
Хозяева, отзовитесь!
89130652121 
💬 Автор: [id228473605|Tanshik Saf] 

#Кировский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2093789,"📍ул. 1-й переулок Немировича-Данченко, Кировский район
На протяжении 2х недель приходит животное. Похоже что кошка. Подкармливаем раза 2-3 в день. 
Может кто потерял? Жалко животное. 
💬 Автор: [id26651452|Татьяна Мартыненко] 

#найденакошка2025@poterjashkansk
#Кировский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2093788,
poterjashkansk,2093691,"📍Горский жм, Ленинский район
Подобрали сегодня щенка, мальчик! С виду ухоженный, игривый, без блох, ладит с детьми (уже проверено).
Помогите вернуть его хозяевам!
Для связи 89538646568
💬 Автор: [id663749421|Даша Пренорова] 

#найденасобака2025@poterjashkansk
#Ленинский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2093687,"📍КП Березки, с. Новолуговое
Замечен черно-белый спаниель, увидела фото в местной группе.
Может кто-то ищет?
💬 Автор: [id3914334|Марина Пенькова] 

#найденасобака2025@poterjashkansk
#Новолуговое@poterjashkansk 
#НСО@poterjashkansk 
#Первомайский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2093684,"📍дорога Р-255 / ул. Народная, р.п. Мошково
На АЗС Газпромнефть бегает большая белая собака с ошейником и оторванным поводком, отчаянно ищет хозяев! 
💬 Автор: [id89338341|Оксана Клыжко] 

#найденасобака2025@poterjashkansk
#Мошково@poterjashkansk 
#НСО@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2093679,"📍КП Березки-2, с. Новолуговое
17.11 ушёл и до сих пор не вернулся кот, крупный.
Возможно кто-то видел или приютил, очень ждём его домой
💬 Автор: [id3216033|Екатерина Бессонова] 

#пропалакошка2025@poterjashkansk
#Новолуговое@poterjashkansk 
#НСО@poterjashkansk 
#Первомайский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
poterjashkansk,2093642,"Дорогие водители!

Перед тем как отправиться в путь, пожалуйста, внимательно осмотрите свои автомобили. Это займёт всего лишь несколько минут, но может спасти жизнь ни в чём не повинному животному — например, кошке.

#мотиватор@zoohelpnsk
#потеряшканск 
#помощьбездомнымживотным 
#poterjashkans
#poterjashkansk
#зоопомощь 
#zoohelpnsk
#помощьживотнымновосибирск 
#зоопомощьнск"
poterjashkansk,2093638,
poterjashkansk,2093609,
poterjashkansk,2093523,"📍ул. Выборная, Октябрьский район
Потерялась собака (мальчик)!!!
Средних размеров, глуховат (не всегда откликается), очень добрый, не кидается на людей, пушистый, чуть вытянутая морда.
Имя хозяина: Кристина
Телефон: 79537718633
💬Автор: [id741582604|Юлия Сошникова] 

#пропаласобака2025@poterjashkansk
#Октябрьский@poterjashkansk 
#poterjashkansk #потеряшканск 
#потерянныеживотныеновосибирск"
poterjashkansk,2093522,"📍ул. Петухова, Кировский район
Район молзавода, с дач пришла кошка, сидит весь день, покормили, поймать не можем.
Может кто-то потерял? 
Сидит лапами перебирает, замерзла.
89130652121
💬Автор: [id228473605|Tanshik Saf] 

#найденакошка2025@poterjashkansk
#Кировский@poterjashkansk 
#poterjashkansk #потеряшканск #потерянныеживотныеновосибирск"
